ID,Credit Amount,Is Male,Age in Years,Repay Delay Sep,Repay Delay Aug,Repay Delay Jul,Prior Pay Sep,Prior Pay Aug,Prior Pay Jul,Defaulted,Graduate School,Is Married,Prior Pay Total,Repay Delay Total
11217,50000,True,24,0,0,0,5000,2300,0,False,0,False,11300,2
11219,30000,True,26,1,0,2,30484,0,0,False,0,False,40984,3
11220,150000,False,42,0,2,2,940,0,965,False,1,True,2631,4
11221,50000,True,58,0,0,0,2400,0,0,False,0,True,12800,0
11222,10000,False,22,0,0,0,1303,1307,493,False,0,True,4169,0
11223,60000,True,26,1,2,0,0,5021,5000,False,0,False,15741,3
11224,200000,False,28,0,0,0,3000,3000,2500,False,0,False,17332,0
11225,50000,True,46,0,0,0,1852,4050,676,True,0,False,11174,0
11227,310000,False,44,0,0,0,7797,16818,20313,False,1,False,57288,0
11228,170000,True,29,0,0,0,64612,4000,910,False,0,False,88571,0
11229,310000,True,34,0,0,0,1867,1023,641,False,0,True,77000,0
11230,20000,True,50,0,0,0,0,50000,0,True,1,True,51300,0
11231,230000,False,39,1,0,0,0,0,0,True,1,True,0,1
11232,50000,True,31,0,0,0,3000,2000,3000,False,1,False,18000,0
11233,260000,False,28,0,0,0,8000,8000,9000,False,1,False,60000,0
11234,110000,False,59,2,0,0,2437,3804,1857,False,0,False,13418,2
11235,210000,False,30,1,0,0,0,0,0,True,1,False,0,1
11236,260000,True,31,0,0,0,2000,2000,2000,False,0,False,82000,0
11237,400000,True,51,0,0,0,13000,15000,14000,False,0,True,68500,0
11238,20000,True,58,0,0,2,21654,0,0,False,0,True,51959,4
11239,180000,False,42,0,0,0,1260,598,2056,False,0,True,13707,0
11242,50000,False,34,0,0,0,2000,2000,1000,False,0,True,7578,0
11245,60000,True,24,0,0,0,3000,17000,0,False,1,False,34979,0
11247,180000,False,37,2,2,0,0,0,0,True,1,True,2560,4
11248,180000,True,35,0,0,0,2258,1734,1183,False,0,True,7886,0
11249,60000,False,48,0,0,0,1308,1290,664,True,0,True,5717,0
11250,200000,False,30,1,0,0,0,0,0,False,1,True,5659,1
11251,150000,False,25,0,0,0,6640,4100,4000,True,0,True,21415,0
11252,190000,True,58,2,0,0,6586,5881,3292,False,0,True,27627,2
11253,170000,True,42,0,0,0,4002,5107,3600,False,0,False,24209,0
11254,280000,True,29,0,0,0,4547,4584,3647,False,1,False,24246,0
11255,290000,False,43,0,0,0,390,390,390,False,0,True,2908,0
11256,240000,True,44,0,0,0,1400,1300,1000,False,0,True,6700,0
11257,110000,False,24,0,0,0,2600,1667,1525,False,0,True,12792,2
11258,140000,False,27,0,0,0,6500,6500,5000,False,1,False,32168,0
11259,250000,True,38,2,0,0,5080,5028,15127,True,0,True,44316,2
11260,100000,True,32,2,2,0,254,1418,250,False,0,False,26662,4
11261,20000,False,54,0,0,2,3000,0,3000,False,0,True,13363,4
11262,120000,False,27,2,0,0,2000,2000,1700,False,0,False,11056,2
11263,120000,True,30,1,0,0,0,1990,0,False,1,False,1990,1
11265,10000,True,24,0,0,2,2500,0,1000,False,0,False,14552,4
11266,100000,True,31,0,0,2,3000,1000,0,False,1,False,7000,4
11268,360000,True,37,0,0,0,21006,14430,6820,False,1,True,68023,0
11269,130000,False,26,0,0,0,0,0,402,False,1,False,2456,0
11270,240000,True,38,0,0,0,20030,20000,10070,False,0,True,83326,0
11271,20000,True,34,1,0,0,0,0,0,True,0,False,8081,1
11272,60000,False,43,0,3,2,0,330,0,False,1,True,670,5
11274,50000,False,29,0,0,0,2007,1358,680,False,0,False,6761,0
11275,230000,False,31,0,0,0,1676,1700,2007,False,1,False,8383,0
11276,60000,True,29,0,0,0,2000,3600,3700,False,1,False,13100,4
11277,100000,True,42,0,0,0,3368,3995,2800,True,0,True,16683,0
11278,340000,False,49,1,0,0,0,0,2905,True,1,True,3435,1
11279,260000,True,30,0,0,0,2000,2000,1000,False,1,False,11000,0
11280,220000,False,41,0,0,0,0,0,0,False,1,False,0,0
11281,130000,False,27,0,0,0,0,3981,0,False,1,False,8322,0
11282,300000,True,29,0,0,0,13636,10633,7016,False,1,False,53503,0
11283,50000,True,47,1,2,0,0,2600,635,True,0,True,5143,3
11285,280000,False,32,1,0,0,0,3508,0,True,1,True,3508,1
11287,200000,False,42,0,0,0,1345,1108,669,False,0,True,6423,2
11288,360000,True,32,0,0,0,5017,2041,2980,False,0,True,44203,0
11289,50000,True,23,0,0,0,10020,2170,1200,False,0,False,43096,0
11290,280000,False,31,0,0,0,0,940,0,False,1,False,2038,0
11291,50000,False,43,0,0,0,1610,1279,687,False,1,False,5443,0
11292,180000,False,31,0,0,0,1562,1548,768,False,0,True,3878,0
11293,140000,False,37,1,0,0,177,1460,0,True,0,True,1637,1
11294,120000,False,33,2,0,0,1500,1400,1000,True,1,False,7900,2
11295,20000,True,30,0,0,0,1400,1290,694,False,0,False,7569,0
11297,60000,False,29,0,0,0,1900,1572,1000,True,0,False,11840,0
11298,360000,False,50,0,0,0,11763,0,2855,False,1,False,27498,0
11299,360000,True,32,0,0,0,1722,2636,1006,False,1,False,9381,0
11300,260000,False,41,0,0,0,5700,9000,4500,True,0,True,27900,4
11301,50000,False,31,0,0,0,1879,1863,1042,False,0,True,8018,0
11302,20000,True,43,0,0,0,0,0,0,True,0,False,2966,0
11304,210000,False,30,0,0,0,1062,1000,0,True,1,False,5326,0
11306,50000,True,31,0,0,0,5000,2300,1100,True,0,True,11900,0
11307,30000,False,27,2,0,0,1000,0,0,False,0,False,1000,2
11308,260000,True,38,0,0,0,5722,28811,1313,False,0,True,42548,0
11309,200000,True,40,0,0,0,3405,9436,4274,False,1,True,36627,0
11310,290000,False,41,0,0,0,6891,980,4059,False,0,False,20938,0
11311,30000,True,27,0,0,0,1495,1503,594,False,0,False,5142,0
11312,260000,False,38,0,0,0,8000,8000,8000,False,0,False,50795,0
11313,500000,True,33,0,0,0,6047,5016,10055,False,0,True,41182,0
11314,180000,False,35,0,0,0,0,0,2072,False,0,False,2072,0
11315,50000,True,30,2,0,0,1500,1620,1000,True,0,False,6325,2
11316,450000,False,40,0,0,0,19293,6665,0,False,1,False,34726,0
11317,110000,True,24,0,0,0,1500,1900,40000,False,0,False,48600,0
11318,340000,True,29,0,0,0,8200,6500,6000,False,1,False,37700,0
11319,20000,False,22,0,2,2,0,0,404,False,0,False,20883,4
11320,50000,False,32,1,0,0,0,0,0,True,0,True,0,1
11321,140000,False,35,0,0,0,70000,4130,4600,False,0,True,89638,0
11322,400000,False,31,0,0,0,2833,1162,325,False,1,True,5295,0
11323,50000,False,40,0,0,0,4377,0,0,False,0,False,4377,0
11324,130000,True,53,0,0,0,6540,1411,5790,False,0,False,22698,0
11325,70000,True,29,0,0,0,1600,1300,500,True,0,False,6900,0
11326,40000,False,24,0,0,0,0,0,0,False,1,False,0,0
11328,70000,False,40,0,0,0,2036,2050,1809,False,0,True,12773,0
11329,250000,True,30,0,0,0,5000,5000,4000,False,1,False,33000,0
11331,300000,True,31,0,0,0,12507,15056,5027,False,0,False,45699,0
11332,20000,True,24,0,0,0,19729,1000,5300,False,0,False,42129,0
11333,20000,False,23,0,0,0,1204,1200,10000,False,0,False,23542,0
11335,210000,False,42,1,0,0,1200,12466,6004,True,0,True,42683,1
11336,220000,True,31,0,0,0,333,329,1029,False,1,False,6224,0
11337,300000,True,32,0,0,0,2085,2431,2198,False,1,False,29744,0
11338,120000,True,38,0,0,0,1575,1800,1500,False,1,False,25725,0
11339,50000,False,25,0,2,0,0,1125,276,True,0,False,42900,2
11340,210000,False,42,0,0,0,336,0,0,False,0,True,336,0
11341,170000,False,56,0,0,0,0,451,0,True,0,False,3045,0
11342,60000,False,23,0,0,0,1466,1452,1009,False,1,False,6871,0
11344,50000,True,27,2,0,0,1600,1712,1016,True,0,False,9676,4
11345,180000,False,43,1,0,0,8016,1200,0,False,0,True,9216,1
11347,310000,False,32,1,0,0,0,326,0,False,1,False,1526,1
11348,130000,True,48,0,0,2,10840,3,3041,False,0,True,40242,2
11349,160000,False,25,0,0,0,8000,7000,5000,False,0,False,40500,0
11350,500000,False,33,0,0,0,2100,1800,1500,False,1,False,19100,0
11351,20000,True,29,0,0,0,1700,1300,1000,False,0,False,6250,0
11352,70000,True,53,0,0,0,1554,1263,576,False,0,False,5211,0
11353,130000,False,27,0,0,0,0,396,485,False,0,True,50977,0
11354,310000,False,40,0,0,0,10000,20000,10000,False,0,True,56000,0
11355,20000,False,25,0,0,0,14745,900,0,True,0,False,15645,0
11356,180000,False,41,0,0,0,5184,5719,0,False,0,True,18535,0
11358,50000,False,39,0,0,0,1250,1300,1200,False,0,True,5150,2
11359,210000,False,27,0,0,0,902,2168,762,False,1,False,7632,0
11360,90000,False,42,2,0,0,3500,3500,3000,True,1,False,18800,2
11361,20000,False,58,0,0,0,1315,1254,596,False,0,True,4904,0
11363,60000,False,24,1,0,0,0,0,0,False,0,False,1880,1
11364,310000,False,35,0,0,0,1041,11512,7271,False,0,True,43597,0
11365,80000,True,40,0,0,0,3200,3000,1000,False,0,False,12154,0
11366,200000,False,40,0,0,0,32543,13587,7850,False,0,True,63185,0
11367,180000,True,27,0,0,0,4600,5000,4000,False,1,False,25800,0
11368,200000,False,34,1,0,0,0,0,0,True,1,True,0,1
11369,180000,False,63,0,0,0,0,0,0,True,0,True,0,0
11370,10000,True,23,0,0,0,1033,1651,9984,False,0,False,13555,0
11371,50000,True,30,0,0,0,2481,1000,152,False,0,False,15514,0
11372,210000,True,33,0,0,0,8130,3027,10018,False,0,True,25255,0
11373,20000,False,22,0,0,0,1500,1200,1000,False,0,False,4700,0
11374,50000,True,31,0,0,0,3007,5230,1927,False,0,False,10164,0
11375,290000,True,43,0,0,0,17000,10000,10000,False,1,False,62000,0
11376,360000,False,37,0,0,0,3194,2384,3271,False,1,False,14208,0
11377,500000,False,38,0,0,0,4695,2506,2015,False,0,True,39143,0
11378,50000,False,41,0,0,0,1440,1760,1001,False,0,True,12020,0
11379,180000,True,25,0,0,0,2001,2000,1018,False,0,False,28716,0
11380,200000,False,44,1,0,0,0,0,0,False,0,True,0,1
11381,140000,True,48,0,0,0,3000,3060,3241,False,0,True,25965,0
11382,360000,False,46,0,0,0,13389,3785,7527,True,0,True,56068,0
11383,60000,False,34,0,0,0,3000,2267,1000,False,0,False,9692,0
11384,110000,True,24,0,0,0,3800,3818,1426,False,0,False,16305,0
11385,50000,True,28,0,0,0,1711,20809,668,False,0,False,25252,0
11386,130000,False,27,0,0,0,390,390,390,False,0,False,2340,0
11387,20000,True,23,0,0,0,1500,2000,0,False,1,False,3500,0
11388,200000,False,35,0,2,0,0,1891,0,True,1,True,7189,2
11391,360000,False,34,0,0,0,1166,1297,0,False,0,True,2907,0
11392,230000,False,46,0,0,0,3970,858,5505,False,0,True,35948,0
11393,140000,True,37,0,2,0,0,1982,0,True,0,True,11844,2
11394,50000,True,38,0,0,0,3147,8321,4453,False,1,True,28385,0
11395,30000,True,31,2,0,0,1000,500,0,False,0,False,7483,2
11396,170000,True,29,1,0,0,0,0,0,False,1,False,1015,1
11397,50000,False,32,1,2,0,0,3000,1000,False,0,False,7000,3
11398,290000,False,35,0,0,0,0,0,0,True,1,True,2800,0
11399,140000,True,43,0,0,0,5100,4779,6000,True,1,False,33079,0
11400,110000,True,39,0,0,0,3007,3000,3000,False,0,True,19007,0
11401,170000,True,27,0,0,0,5631,5090,4937,False,1,False,37663,0
11402,390000,False,31,0,0,0,1700,17000,333,False,0,True,49506,0
11403,160000,True,47,0,0,0,1503,0,0,False,1,True,2780,0
11405,40000,True,24,0,0,0,1600,6700,0,False,1,False,13400,2
11406,400000,True,37,0,0,0,10000,8501,9003,False,0,True,72004,0
11407,260000,False,29,0,0,0,942,1058,2106,False,0,False,8919,0
11408,260000,False,52,0,0,0,8535,6430,6495,False,0,True,67538,0
11410,230000,False,38,0,0,0,9883,2035,6337,False,0,True,25979,0
11411,50000,True,45,0,0,0,7222,3150,0,False,0,True,13349,0
11412,400000,True,37,0,0,0,1251,629,0,False,1,False,4042,0
11413,30000,True,31,0,0,0,1820,1730,1154,False,0,True,8004,0
11414,300000,True,37,0,0,0,3000,3011,582,False,1,False,8409,0
11415,100000,False,24,0,0,2,15532,0,11896,False,1,False,61600,4
11417,180000,False,41,0,0,0,1124,1135,310,False,1,False,3947,0
11418,130000,True,24,1,2,0,12,1407,347,True,0,False,1777,3
11419,130000,False,25,1,0,0,0,0,0,False,1,False,0,1
11420,50000,False,57,0,0,0,274,0,0,False,0,True,2864,0
11421,230000,False,36,0,0,0,29439,22993,6167,True,0,True,83152,0
11422,140000,True,35,0,0,0,5407,0,0,False,0,True,5407,0
11423,60000,True,30,0,0,0,390,390,0,False,0,False,18226,0
11424,30000,True,23,0,0,0,390,390,0,False,0,True,1560,0
11426,250000,False,40,1,2,2,4,0,0,False,0,True,1608,5
11427,20000,True,53,0,0,0,0,0,0,False,0,True,18272,0
11429,210000,False,29,0,0,0,4000,4000,4000,False,0,False,30000,0
11430,380000,True,33,0,0,0,0,0,0,True,1,False,0,0
11431,130000,True,28,0,0,0,551,548,226,False,0,False,1519,0
11432,80000,False,49,0,0,0,3708,1364,809,True,0,True,9016,0
11433,80000,False,31,0,0,0,9,9242,0,True,0,True,16938,0
11434,140000,True,36,0,0,0,3000,2300,3000,False,0,False,18000,2
11435,220000,False,50,0,0,0,5200,2000,2000,False,0,False,16401,0
11438,50000,False,24,0,0,0,1500,1500,1153,False,0,True,7559,0
11439,20000,True,30,0,0,0,1395,1153,547,False,0,False,4306,0
11440,230000,True,37,0,0,0,1700,10010,5000,False,0,False,89396,0
11442,60000,False,24,1,0,0,0,1668,844,False,0,False,10269,1
11444,130000,True,40,0,0,0,1000,1330,0,False,0,True,2330,0
11446,440000,False,31,0,0,0,1390,4375,271,False,0,False,41836,0
11447,150000,False,23,0,0,0,6692,11609,3623,False,1,False,31441,0
11448,410000,True,42,0,0,0,8309,6645,16141,False,0,False,41995,0
11449,320000,True,32,0,0,0,1528,3019,2022,False,0,True,91169,0
11450,30000,True,26,0,0,0,4900,2000,2100,False,0,False,13340,2
11451,80000,True,29,1,2,0,3007,5090,2001,False,0,False,19098,3
11453,50000,True,39,1,2,0,0,2600,650,True,0,False,5176,3
11454,140000,False,52,0,0,0,0,980,0,False,1,False,980,0
11455,500000,False,38,0,0,0,9666,7488,8370,False,1,True,61870,0
11456,60000,False,48,0,0,0,2000,1900,1500,False,0,True,9300,0
11457,150000,True,35,0,0,0,0,0,11310,False,1,False,11310,0
11458,130000,True,46,2,0,0,2475,1600,1300,False,0,False,10175,2
11459,20000,True,41,0,0,0,2000,2000,1000,False,0,False,13000,0
11460,310000,True,43,0,0,0,2691,2060,2018,False,0,True,13142,0
11461,90000,True,42,0,0,0,0,0,0,False,0,True,0,0
11462,210000,False,46,0,0,0,4854,30366,0,True,1,False,51256,0
11463,10000,False,22,1,2,0,0,2000,430,True,0,False,2430,3
11464,30000,True,59,0,0,0,1404,1268,694,False,0,True,5765,0
11466,30000,False,24,0,0,0,1459,1414,952,False,1,False,8357,0
11467,220000,False,45,1,0,0,6010,1229,43957,False,0,True,65774,1
11468,20000,True,45,0,2,0,0,1000,0,True,0,True,1000,2
11469,300000,True,30,0,0,0,949,1938,81,False,1,True,13219,0
11470,160000,False,30,0,0,0,1153,1202,694,False,0,True,8608,0
11471,10000,True,25,0,0,0,1200,1000,115,False,0,False,7995,0
11472,20000,False,23,2,0,0,2200,1610,679,True,0,False,6988,2
11474,70000,True,26,0,0,0,2000,1396,3000,True,0,True,9272,0
11475,50000,False,30,0,0,0,1986,1040,1000,False,0,True,9026,0
11476,130000,False,26,0,0,2,2352,0,199,False,1,False,6724,2
11477,180000,False,38,0,0,0,13855,16277,0,False,1,True,81089,0
11479,500000,True,44,0,0,0,40000,0,0,False,1,True,51621,0
11480,340000,False,27,0,0,0,6919,4322,3210,False,1,False,32131,0
11481,150000,False,25,0,0,0,125,7424,1279,False,0,False,8828,0
11482,150000,False,40,0,0,0,3505,2056,7756,False,0,True,36435,0
11483,100000,False,47,0,0,0,3000,2028,3354,False,0,True,18010,0
11484,100000,False,28,0,0,0,1539,1124,495,False,1,False,4416,0
11486,150000,False,34,2,0,0,3000,3000,1000,False,0,True,13500,2
11487,10000,True,23,0,0,0,1300,1500,500,False,1,False,5400,0
11488,190000,False,38,0,0,0,3774,3799,2874,False,1,False,19609,0
11489,70000,False,33,0,0,0,2000,3000,1718,False,1,False,13348,0
11490,360000,False,48,0,0,0,10752,3300,0,False,1,True,16211,0
11491,500000,False,37,0,0,0,10004,10104,10000,False,0,True,90108,0
11492,210000,True,45,0,0,0,3814,2931,2045,False,0,True,14770,0
11493,320000,True,37,0,0,0,6496,6343,6003,False,0,True,36501,0
11494,50000,False,22,0,0,0,1762,2000,2020,False,0,True,11582,2
11495,500000,False,38,0,0,0,1128,1000,0,False,1,False,13833,0
11496,320000,True,42,0,0,0,1550,0,2000,False,0,True,5820,0
11497,80000,True,26,0,0,0,4203,3900,1200,False,0,False,12763,0
11499,250000,True,40,0,0,0,396,396,396,False,1,True,1693,0
11500,220000,True,33,0,0,0,2500,0,0,False,1,True,2500,0
11501,250000,False,37,0,0,0,3498,8963,0,False,1,False,94573,0
11502,50000,False,24,0,0,0,1921,1490,1148,False,0,True,8108,2
11503,360000,False,43,1,0,0,10121,780,2809,True,1,False,14880,1
11504,260000,False,38,1,0,0,0,0,0,False,1,True,0,1
11505,50000,True,45,0,0,0,1155,1000,73,False,0,True,2228,0
11506,20000,True,25,0,0,0,5548,2000,2000,False,0,False,12848,0
11507,10000,True,23,0,0,0,4400,1000,500,False,0,False,5900,0
11508,500000,False,34,1,2,0,0,16004,15004,False,0,True,86830,3
11510,170000,True,34,0,0,0,6000,6000,4106,False,0,False,29315,0
11512,80000,True,29,0,0,2,3700,0,1462,False,0,True,10699,2
11513,240000,False,32,0,0,0,8500,5500,5500,False,0,True,35963,0
11514,150000,False,28,0,0,0,2500,3000,2000,False,0,False,14500,0
11515,200000,True,34,0,0,0,66022,6101,5898,False,0,True,98362,0
11516,300000,True,33,0,0,0,7785,3000,0,False,1,False,19285,0
11518,290000,False,33,0,0,0,9000,2000,9000,False,0,False,66797,0
11519,100000,True,56,0,0,0,1250,1300,500,False,0,True,5250,0
11520,10000,True,46,0,0,0,1128,1137,312,True,1,False,3524,0
11521,420000,False,41,0,0,0,3391,3427,2909,False,1,False,18266,0
11522,20000,False,42,0,0,0,1323,1307,691,False,0,True,5743,0
11523,300000,False,37,0,0,0,1370,916,316,False,1,True,4996,0
11524,50000,True,26,0,0,0,2000,2000,1000,False,0,False,8000,0
11525,180000,False,44,0,0,0,0,0,0,False,0,True,3772,0
11526,420000,True,41,0,0,0,2590,525,1864,False,0,True,53752,0
11527,100000,False,49,0,0,0,3313,490,6974,False,0,True,38697,0
11528,80000,False,38,2,0,0,2000,2500,0,False,0,False,11500,4
11529,210000,True,42,0,0,0,4000,4000,3000,False,1,True,21000,0
11530,80000,True,42,1,0,0,0,0,0,False,0,True,7204,1
11531,240000,False,31,0,0,0,4000,3167,2767,False,1,False,26167,2
11533,100000,True,27,0,0,0,2500,1162,3000,False,0,False,18866,0
11535,170000,True,27,0,0,0,416,416,416,False,0,False,2496,0
11536,320000,True,45,0,0,0,21903,10832,9244,False,1,True,88121,0
11538,360000,True,35,1,0,0,1010,0,0,True,1,False,1010,1
11539,200000,True,34,1,0,0,0,188,0,False,0,True,188,1
11540,150000,False,39,1,0,0,0,0,0,True,0,True,0,1
11541,100000,True,44,0,0,0,0,0,0,False,1,True,0,0
11542,200000,True,29,0,0,0,4000,7000,7000,False,1,False,32295,0
11543,30000,True,26,0,0,0,550,0,199,False,0,True,4863,0
11544,260000,True,36,0,0,0,9029,9000,7100,True,1,True,47526,0
11545,300000,False,34,0,0,0,1000,1000,1000,True,0,True,7000,0
11546,110000,True,32,0,0,0,2765,2404,2292,False,0,True,14157,0
11547,50000,False,24,0,0,0,0,580,0,False,1,False,1080,0
11549,60000,False,30,0,0,0,1463,2036,937,False,1,False,9354,0
11550,80000,True,39,0,0,0,2000,2000,2100,True,1,False,13100,0
11551,370000,True,40,1,0,0,0,0,0,False,1,True,0,1
11552,150000,True,38,0,0,0,476,476,476,False,0,False,3006,2
11553,210000,True,35,1,0,0,0,0,0,False,1,False,0,1
11556,110000,True,39,0,0,0,2000,2200,2200,False,0,True,12719,0
11557,60000,False,49,0,0,0,2800,1400,675,False,1,True,8887,0
11561,350000,False,40,1,0,0,0,6033,1500,False,1,False,9037,1
11562,240000,False,38,1,0,0,0,0,0,True,0,True,0,1
11563,80000,False,27,0,0,0,3565,1752,1105,False,1,False,85921,0
11564,100000,True,43,0,0,0,2100,3000,2500,False,1,True,13600,0
11565,30000,False,30,0,0,0,13538,390,1050,False,0,True,17791,0
11566,290000,True,41,0,0,0,0,37578,6136,False,1,False,72187,0
11567,200000,True,34,0,0,0,0,1902,4723,False,1,True,6625,0
11570,150000,True,44,0,0,0,1232,1243,688,False,1,False,3988,0
11572,50000,True,31,1,0,0,0,0,0,False,0,True,0,1
11573,240000,False,36,1,0,0,5000,5000,10112,False,0,True,43112,3
11574,20000,False,24,0,0,2,3000,1000,1000,False,1,False,8000,2
11575,150000,False,30,0,0,0,0,0,0,False,1,True,0,0
11576,230000,True,39,0,0,0,10005,8737,4000,False,1,True,39633,0
11577,20000,True,31,0,0,0,390,780,0,True,0,True,2340,0
11579,280000,False,30,0,0,0,4000,3000,3000,True,0,True,20500,0
11580,90000,False,39,0,0,0,1203,1005,1764,False,0,True,9070,0
11581,240000,False,29,0,0,0,2009,2000,300,False,1,False,9309,0
11582,80000,True,27,2,0,0,1149,1000,0,True,0,True,4589,2
11583,160000,False,34,0,0,0,2037,1000,10740,False,0,True,91695,0
11584,280000,False,37,0,0,0,12763,7819,12,False,1,True,35934,0
11587,160000,False,29,0,2,0,0,1852,0,False,1,False,6510,4
11589,280000,True,30,0,0,0,1650,651,651,False,0,False,4254,0
11591,140000,False,34,2,0,0,5000,11000,0,False,1,False,34000,4
11592,220000,True,48,2,0,0,9202,26390,13007,False,1,True,83278,2
11593,260000,False,27,0,0,0,399,399,798,False,1,False,2394,0
11594,170000,False,27,1,0,0,27107,1500,863,False,0,False,39559,1
11595,190000,False,33,0,0,0,2200,0,0,False,0,True,2200,0
11596,50000,True,31,0,0,0,2000,2000,3000,False,0,False,10000,0
11597,200000,False,31,0,0,0,2286,2712,0,False,1,False,6438,0
11598,300000,False,44,0,0,0,299,0,800,False,1,False,1279,0
11599,230000,False,34,0,0,0,8338,9359,0,False,1,True,45439,0
11600,50000,True,57,0,0,0,1300,50499,1000,False,0,True,56799,0
11601,150000,True,25,0,0,0,386,12884,251,False,0,False,20530,0
11602,150000,False,35,0,0,0,10000,4275,3550,True,0,True,28275,0
11603,10000,True,50,0,0,0,1194,1076,274,False,1,True,3761,0
11604,240000,False,43,0,0,0,2300,2400,2329,False,0,True,13490,0
11605,230000,False,27,0,0,0,2000,2500,1200,False,0,False,30700,0
11606,170000,False,34,0,0,0,326,326,326,False,0,True,1956,0
11607,460000,False,38,0,0,0,21833,13779,8226,False,1,True,66682,0
11608,240000,True,46,0,0,0,4028,7266,3422,False,0,False,23310,0
11609,80000,False,43,1,2,0,0,1500,2150,False,0,True,6594,5
11610,290000,True,29,0,0,0,2000,2000,3000,False,0,False,14000,0
11611,30000,True,22,0,0,0,1515,1455,1028,False,0,False,7573,0
11612,240000,False,35,0,0,0,9000,10000,8000,False,0,False,64000,0
11613,80000,False,42,0,0,0,41217,8815,24012,False,0,True,79616,0
11614,30000,True,33,0,0,0,2233,1000,600,False,0,False,3833,0
11615,180000,False,52,0,0,0,0,145,0,False,0,False,145,0
11616,50000,False,26,0,0,0,390,0,780,True,0,False,1170,0
11619,180000,False,33,1,0,0,2294,900,0,False,0,False,3982,1
11620,50000,True,49,0,0,0,1158,1010,3581,False,0,True,15010,0
11621,140000,False,29,0,0,0,7001,4700,4706,False,0,False,32613,0
11624,180000,True,31,0,0,0,1110,0,0,False,0,False,1110,0
11627,90000,False,23,0,0,0,30000,11036,19836,False,0,False,89358,0
11628,150000,False,27,0,0,0,3,3461,261,False,1,False,3725,0
11629,200000,True,56,0,0,0,8007,6300,6276,False,0,True,41084,0
11630,110000,False,48,0,0,0,8788,3152,1687,False,0,True,18935,0
11631,410000,False,25,0,0,0,4357,10513,9137,False,1,False,75658,0
11632,50000,True,58,0,0,0,3088,1500,651,False,0,True,7196,0
11633,170000,False,43,0,0,0,5000,3000,20000,False,0,True,53000,0
11634,210000,False,39,0,0,0,4278,17213,6015,False,0,True,49091,0
11636,160000,False,27,0,0,0,5030,3722,4300,False,1,False,25952,0
11637,50000,True,27,0,0,0,1963,1972,672,True,0,False,7107,0
11638,50000,True,28,0,0,0,17012,2300,1618,False,0,False,27244,0
11639,30000,False,21,0,0,0,1000,1002,23,False,0,False,2025,0
11640,30000,False,24,1,2,0,900,1215,755,True,0,False,4952,3
11641,80000,False,27,0,0,0,3000,3923,2500,False,0,False,15798,0
11642,20000,True,39,2,0,0,1606,1650,823,True,1,False,6336,2
11643,130000,False,39,0,0,2,1890,0,1575,False,0,True,9976,2
11645,80000,True,40,0,0,0,1618,1533,1038,False,0,True,6433,0
11646,180000,False,39,1,0,0,4835,2200,11303,False,0,False,21756,1
11648,100000,True,26,0,0,0,10000,43000,5000,False,0,False,61000,0
11649,50000,False,47,0,0,0,1641,1300,1629,False,0,True,6577,2
11650,290000,True,48,0,0,0,4426,820,0,True,0,True,7899,0
11651,490000,True,54,0,0,0,0,0,0,True,1,True,0,0
11652,130000,False,30,1,0,0,0,0,0,False,1,False,0,1
11653,20000,True,24,1,0,0,150,0,597,False,1,False,5487,1
11654,30000,False,23,1,2,0,0,2000,242,True,1,False,4489,3
11655,230000,False,25,0,0,0,3000,2000,2500,False,1,False,14000,0
11656,260000,True,52,0,0,0,0,582,291,False,1,False,7344,0
11657,290000,True,38,0,0,0,0,0,0,False,1,True,0,0
11658,220000,False,54,0,0,0,1500,1500,891,False,0,False,13068,0
11659,60000,True,26,3,2,0,0,2100,1500,True,0,False,10141,5
11660,150000,False,45,0,0,0,2200,2200,2300,False,0,True,13458,0
11663,210000,False,34,0,0,0,3319,3892,3184,False,0,True,19337,0
11666,200000,False,34,0,0,0,13805,6797,28314,True,0,False,85377,0
11667,150000,True,48,1,2,0,0,5000,9500,True,0,True,25515,5
11668,30000,False,26,0,0,0,1600,1500,1000,False,0,True,10000,2
11669,50000,False,23,0,0,0,1901,1900,1050,False,0,False,10351,0
11671,20000,True,31,0,0,0,1500,2393,1000,False,0,True,25236,0
11674,50000,True,56,0,0,0,1338,1011,482,False,0,True,4685,0
11676,200000,False,28,0,0,0,7000,7000,9000,False,1,False,44300,2
11677,120000,False,30,0,0,0,569,250,3265,False,0,True,4084,0
11678,50000,True,46,0,0,0,2185,2938,6996,False,0,True,25708,0
11679,140000,False,39,0,0,0,3889,4412,3000,False,0,True,21301,0
11680,100000,False,48,0,0,0,16137,64886,2353,False,0,False,99046,0
11681,80000,True,43,0,0,0,5067,12290,0,False,0,True,54997,0
11683,120000,False,23,0,0,0,5000,4000,4017,False,0,False,22017,0
11684,50000,True,50,0,0,0,0,1477,2524,True,0,True,12099,0
11685,30000,False,24,0,0,0,4200,1000,0,False,0,False,5200,0
11686,330000,False,27,0,0,0,11012,11012,6548,False,0,False,46247,0
11687,240000,True,53,0,0,0,9700,5000,5500,False,1,True,35700,0
11688,290000,False,39,0,0,0,10600,10200,4000,True,0,False,32704,0
11689,60000,True,42,0,0,0,3500,1731,2009,False,0,False,12361,2
11690,360000,False,29,0,0,0,1501,624,0,False,1,False,5243,0
11691,200000,False,39,0,0,0,0,798,0,False,1,False,1602,0
