,Credit Amount,Repay Delay Sep,Repay Delay Aug,Repay Delay Jul,Prior Pay Sep,Prior Pay Aug,Prior Pay Jul,Graduate School,Is Married,Prior Pay Total,Repay Delay Total,Defaulted
38040,50000,0,0,0,1568,1756,2267,0,True,7866,0,True
10929,410000,0,0,0,2290,2756,3560,1,True,20393,0,False
21618,210000,0,0,0,316,316,316,1,True,3166,0,False
23270,20000,0,0,0,2000,1308,1000,0,False,5358,0,False
23610,310000,0,0,0,0,24480,0,1,True,29123,0,False
2744,260000,0,0,0,1320,1770,31744,1,False,37732,0,False
30161,80000,0,0,0,705,1311,18,1,False,3494,0,True
3011,80000,0,0,0,3085,2969,1007,0,True,10804,0,False
36362,100000,1,2,0,0,3819,2767,0,False,15197,3,True
7719,10000,0,0,0,1350,1270,300,0,False,3920,0,True
37626,100000,0,0,0,0,0,0,1,False,0,0,True
14913,500000,1,0,0,0,785,20697,1,False,27288,1,False
40580,100000,0,0,0,1977,1800,2031,0,False,10795,0,True
21671,260000,0,0,0,8027,3000,3000,0,False,20027,0,False
9491,310000,0,0,0,2691,2060,2018,0,True,13142,0,False
14188,80000,0,0,0,3300,3300,3000,1,True,22150,0,False
8596,80000,0,0,0,1106,1060,154,0,False,2646,0,True
32283,41196,0,0,0,18910,2721,177,0,False,39750,0,True
18759,260000,0,0,0,4000,5550,5600,0,True,34952,0,False
15658,120000,0,0,0,5000,0,0,0,True,10562,0,False
6229,300000,0,0,0,0,256,0,0,True,382,0,False
12526,80000,0,0,0,2300,2200,3207,0,True,13707,0,False
29158,210000,0,0,0,4627,6135,8779,0,False,36623,0,True
21937,20000,0,0,0,1500,1295,1200,0,True,24810,0,False
24178,50000,0,0,0,5000,1700,2000,0,False,10200,0,False
34763,120000,0,0,0,3505,545,272,0,False,5787,0,True
27660,20000,1,0,0,0,0,0,1,False,1190,1,True
9255,180000,1,2,0,0,7100,5500,0,False,49100,3,False
15530,50000,0,0,2,652,0,978,0,False,1956,2,False
3515,20000,0,0,0,4960,1400,0,0,True,6360,0,False
25553,20000,0,0,0,1291,1388,1300,0,False,6499,0,True
27816,180000,0,0,0,6027,7756,5187,0,False,27121,0,True
1898,80000,0,0,0,1000,1533,0,0,False,4770,0,False
28290,30000,1,0,1,1457,421,6815,0,False,38800,3,True
39465,130000,0,0,0,3670,3666,2986,0,False,19063,0,True
25128,120000,1,0,0,0,95,7743,1,False,16489,1,True
21675,230000,0,0,0,10000,5000,5000,0,False,37197,0,False
22170,260000,0,0,0,7000,7000,6000,0,False,38001,0,False
10036,340000,1,0,0,0,0,1888,0,False,13305,1,False
4056,210000,0,0,0,4774,375,3498,0,True,19219,0,False
25903,180000,0,0,0,519,519,519,0,False,4207,0,True
20147,60000,0,2,2,0,0,5500,1,False,5500,4,True
5725,150000,0,0,0,6601,6501,5201,0,True,34286,0,False
22960,150000,0,0,0,7005,6612,4540,1,False,24861,0,False
8199,210000,0,0,0,1335,3056,213,0,True,12362,0,False
39898,140000,1,0,0,6834,5108,4410,0,False,34162,1,True
21048,320000,0,0,0,8211,6100,6094,0,True,34914,0,False
21087,160000,0,0,0,0,0,501,1,False,2139,0,False
25137,30000,0,0,0,1706,2105,1186,0,False,9437,0,True
40323,50000,0,1,0,394,2250,1967,0,False,42035,2,True
34536,80000,0,0,0,3042,2426,2438,0,False,14876,0,True
6557,110000,0,0,0,3500,3500,3500,1,False,19500,0,False
5794,110000,2,0,0,3000,1800,2000,0,False,13400,2,False
23233,50000,1,0,0,0,0,0,0,True,414,1,False
39558,170000,0,0,0,746,761,726,0,False,4429,0,True
3157,300000,1,0,0,0,0,0,1,True,0,1,False
37483,220000,1,0,0,390,0,759,0,True,2309,2,True
7625,310000,0,0,0,1869,2681,0,1,True,9601,0,False
10209,80000,0,0,0,1000,0,0,0,False,1000,0,False
31137,90000,0,0,0,4288,5240,4480,0,True,26797,1,True
24670,450000,0,0,0,5000,5000,0,1,False,10000,0,False
22868,10000,0,0,0,1282,1299,1156,0,False,5226,0,False
31529,50000,1,0,0,1641,1830,1557,0,True,10283,1,True
12865,120000,0,0,0,4500,9000,1609,0,False,30109,2,False
21719,300000,0,0,0,788,10774,1353,1,False,26813,0,True
14674,20000,0,0,0,2000,3000,2500,1,False,9505,4,False
32320,140000,0,0,0,6547,4520,3583,0,False,26007,0,True
2054,360000,0,0,0,1224,394,6,1,True,4230,0,False
22069,20000,1,2,0,0,1782,1400,0,False,3802,3,False
37719,50000,0,0,0,2381,1617,8938,0,False,15301,0,True
8249,480000,0,0,0,3001,5000,500,1,False,30800,0,False
16402,250000,0,0,0,0,0,0,1,True,6212,0,False
34690,150000,0,0,0,3195,4635,2314,0,False,22335,0,True
8520,120000,0,0,0,4320,4200,4200,0,True,25620,0,False
2374,190000,1,0,0,0,0,0,0,False,828,1,False
29163,20000,1,2,0,0,1372,1647,0,False,4679,4,True
7080,260000,0,0,0,3953,3953,3953,1,False,35542,0,False
27754,110000,2,0,0,4728,5156,4681,0,False,25617,2,True
12968,370000,1,2,0,0,3677,0,0,True,8915,5,False
11933,50000,1,0,0,0,0,0,1,False,1280,1,False
38237,50000,0,0,0,0,0,0,0,False,0,0,True
32230,350464,0,0,0,14925,3036,3210,0,True,59817,0,True
4825,150000,0,0,0,0,839,0,1,True,4814,0,False
30696,250000,0,0,0,780,2760,3619,1,False,13946,1,True
27701,180000,1,0,0,7841,7931,7564,1,True,42906,2,True
38752,248586,0,0,0,1463,3863,169,0,True,66095,1,True
6873,50000,0,0,0,3000,3000,2100,0,False,12100,0,False
8446,50000,0,0,0,3000,1729,1597,0,False,11700,0,False
5199,70000,0,0,0,2506,1925,1000,0,False,8548,0,False
3668,50000,0,0,0,1681,1583,1347,0,True,5794,0,False
13103,50000,0,0,0,1500,1500,1500,0,False,8500,0,False
22486,200000,0,0,0,3679,21666,4971,0,True,55018,0,False
21929,80000,2,2,0,0,3000,3000,0,True,15000,4,True
14275,310000,0,0,0,206,589,1594,0,True,53122,0,False
30905,190000,0,0,0,716,719,1074,0,True,5567,0,True
37840,90000,1,2,0,0,2374,1932,0,False,10230,4,True
37708,10000,0,0,0,1136,1151,1143,0,False,4371,0,True
9939,80000,0,0,0,31091,20000,5000,0,True,76091,0,False
10810,50000,0,0,0,37719,1095,2000,1,False,74166,0,False
18874,90000,0,0,3,9422,0,79,0,True,17126,5,False
9937,170000,0,0,0,641,0,638,0,True,2720,0,False
18370,130000,0,0,0,4003,3223,43264,0,True,55490,0,False
19762,80000,0,0,0,416,416,416,0,False,2496,0,False
19986,80000,0,0,0,2385,5028,21595,0,True,39118,0,False
3753,300000,2,0,0,2000,2000,7100,0,True,14094,4,False
36519,220000,1,0,0,0,0,0,1,True,0,1,True
2553,50000,0,0,0,2150,956,20,0,False,6126,0,True
2997,80000,0,0,0,1821,3600,1000,0,False,9421,0,False
9208,150000,0,0,0,6380,4570,4500,0,False,25050,0,True
23106,80000,2,0,0,3500,3700,1800,0,True,15900,2,False
29144,240000,0,1,0,0,223,223,0,True,1444,1,True
35018,90000,0,0,0,2956,3084,2418,0,False,15398,0,True
17723,50000,0,0,0,0,0,0,0,False,0,0,True
39853,50000,0,0,0,1753,1786,1523,0,True,9371,0,True
34352,330000,1,0,0,4034,2765,5043,0,False,26942,1,True
31414,50000,2,0,0,3005,2289,3027,0,False,12084,2,True
38464,170000,0,0,0,6168,4256,6879,0,False,40485,0,True
39543,20000,0,0,2,2101,1000,1000,0,True,7002,3,True
37335,100000,0,0,0,6417,162,5938,0,False,12957,0,True
37071,100000,1,0,0,0,0,0,0,True,83,1,True
34479,120000,1,0,0,567,358,567,0,False,2358,1,True
10019,420000,1,0,0,31326,1150,205,0,False,71418,1,False
38733,60000,0,1,0,932,7135,747,0,False,15217,2,True
20136,180000,0,0,0,3198,264,7373,0,True,20100,0,False
19255,180000,0,2,0,0,1473,1473,0,True,8597,2,False
12672,50000,0,0,0,1366,1400,1200,0,True,14054,0,False
5085,150000,0,0,0,5000,1650,2000,0,True,15650,0,False
35443,50000,1,0,0,2397,2245,1999,0,False,9064,1,True
9029,170000,1,0,0,0,9311,1257,0,True,36943,1,False
9248,50000,0,0,0,2400,1700,348,0,False,5484,0,False
3401,90000,0,0,0,1522,3010,1500,0,True,11032,0,False
38869,30000,0,0,0,1927,1016,576,0,False,3523,0,True
5178,260000,0,0,0,6000,5200,5000,1,False,31200,0,False
17258,160000,1,0,0,0,0,700,0,False,700,1,False
7862,140000,0,0,0,6100,2411,2000,1,False,17426,0,False
15821,100000,2,0,0,2624,1000,0,1,True,3624,2,False
18676,320000,0,0,0,6000,6048,6000,0,True,33048,0,True
8326,150000,0,0,0,6252,30620,2434,1,False,79655,0,False
17861,90000,0,0,0,3155,1600,1600,0,False,9955,2,False
24083,280000,0,0,0,4811,9957,12492,1,True,38510,0,False
3092,480000,0,0,0,14082,15023,15098,1,True,89420,0,False
13797,50000,0,0,0,2015,1882,2119,0,False,53478,0,False
30059,50000,1,0,0,0,0,0,0,False,0,1,True
19985,220000,2,0,0,7506,23007,7991,0,False,43823,2,False
19130,180000,0,0,0,671,671,671,0,False,4026,0,True
2433,30000,2,0,0,3000,3000,3000,0,False,15000,2,False
3213,50000,0,0,0,2000,2102,255,0,False,7548,0,False
5572,300000,0,0,0,9670,2615,10170,0,False,23363,0,True
38167,160000,0,0,0,2804,2736,1328,0,True,29770,0,True
11628,50000,0,0,0,2000,2000,2000,0,False,6000,0,False
17990,260000,0,0,0,5000,3000,3000,0,True,24000,0,False
27347,80000,0,0,1,4975,2999,2976,0,False,22013,1,True
23832,200000,0,0,0,1406,3673,0,0,True,6777,0,False
9188,300000,0,0,0,5189,7128,5923,1,True,34359,0,False
15862,80000,2,0,0,1700,0,0,0,False,1700,2,True
32422,30000,0,0,0,2573,2239,4523,0,False,40903,0,True
5306,240000,0,0,0,2106,9951,3633,1,False,27418,0,True
18381,330000,0,0,0,7565,32096,1665,1,False,58197,0,False
14010,20000,0,0,0,2608,2000,11200,0,False,50494,0,True
726,500000,0,0,0,8351,2340,2340,0,True,30046,0,False
20151,550000,0,0,0,0,1091,2309,1,True,5300,0,False
29412,230000,0,0,0,25805,22093,4409,0,True,74883,0,True
39000,30000,0,0,0,1761,1903,836,0,False,8481,0,True
2160,340000,0,0,0,2500,2500,2500,0,False,16000,0,False
32081,20000,0,0,0,1544,1568,683,0,True,5929,0,True
38856,360000,0,0,0,1511,299,232,1,False,13625,0,True
34112,90000,0,1,2,2156,78,945,0,False,7018,5,True
6299,90000,0,0,0,3600,3805,3100,0,False,20305,0,True
31897,100000,0,0,0,3686,3713,3987,0,False,20391,2,True
7915,110000,0,0,0,4300,3000,2000,0,True,14464,0,False
27631,50000,0,0,0,1585,2028,1500,0,False,7988,0,True
21741,120000,0,0,0,2458,8152,802,1,True,19115,0,False
12657,200000,0,0,0,20000,2513,1656,1,False,64169,0,False
1849,230000,2,2,0,0,1100,0,1,False,6135,4,True
36170,80000,1,1,0,0,1432,1705,0,False,10612,2,True
23168,300000,0,0,0,10000,0,10005,0,True,20005,0,False
23361,460000,0,0,0,1568,1714,1000,0,False,10424,0,False
7678,20000,0,0,0,1580,1280,770,1,False,5715,0,False
19680,80000,0,0,0,4400,50000,3034,1,False,62801,0,False
18873,150000,0,0,0,1329,3107,0,0,True,17635,0,False
35218,30000,1,1,1,0,0,0,0,True,0,3,True
3840,20000,0,0,0,1700,2484,1000,0,False,10022,0,False
34831,20000,1,0,0,1230,1312,1176,0,False,4735,4,True
12729,240000,0,0,0,4006,696,696,0,False,8332,0,False
19728,20000,0,0,0,1200,2000,2000,1,False,8200,0,False
17026,450000,0,0,0,700,46727,1400,1,True,66759,0,True
10476,210000,0,0,0,4519,9098,3085,1,True,35645,0,True
601,360000,0,0,0,4484,19623,222,0,False,39686,0,False
24046,130000,0,0,0,6000,5000,4214,0,False,28914,0,False
30943,319805,0,0,0,6110,6093,6000,0,False,33127,0,True
11290,230000,0,0,0,6000,5000,5000,0,False,31038,0,False
12019,170000,0,0,0,5428,4707,4400,0,True,28135,0,False
1646,50000,0,0,0,2094,1451,1987,0,False,9271,0,True
38703,20000,1,0,0,1316,2047,837,0,False,7305,2,True
39743,70000,1,0,0,2895,2272,3694,0,False,11503,4,True
38652,400000,1,1,0,6761,9229,476,0,True,20954,3,True
17570,100000,0,0,0,390,0,780,0,True,1170,0,False
16822,110000,0,0,0,3577,4416,2972,1,False,19032,0,False
39038,250277,0,0,0,18327,27068,7067,0,False,91492,0,True
39737,120000,2,0,0,1635,1348,1036,1,False,7895,2,True
10325,260000,0,0,0,6675,20,50000,1,True,56695,0,True
38866,40000,0,0,1,2103,1370,0,0,False,4211,2,True
6569,130000,1,0,0,0,0,0,1,True,0,1,True
4300,30000,0,0,0,1598,1599,928,0,False,6852,0,False
8147,200000,0,0,0,0,0,0,1,True,0,0,False
10090,180000,0,0,0,0,0,0,0,True,9000,0,False
40312,30000,0,0,1,1715,29,262,0,True,2246,1,True
37305,310000,0,0,0,0,0,0,1,False,741,0,True
705,490000,0,0,0,4738,2803,6027,1,True,31429,0,False
1750,80000,0,0,0,2000,1000,4554,0,True,30554,0,False
5936,90000,0,0,0,0,1000,1000,0,True,77114,0,False
6083,100000,0,0,2,7500,0,5001,0,False,29891,2,False
3132,400000,0,0,0,13521,12374,11643,1,False,82406,0,False
11585,50000,0,0,0,6016,9021,6000,0,False,32537,0,False
8160,80000,0,0,0,3000,2454,2059,1,False,13718,0,False
7626,50000,0,0,0,1215,1087,297,0,False,3228,0,False
37315,90000,1,0,0,3434,3143,3037,0,False,23165,1,True
13083,100000,0,0,0,6649,2704,5250,0,False,14631,0,True
32593,120000,0,0,0,652,326,535,0,False,2480,1,True
25842,200000,0,0,2,3349,1212,381,0,False,34723,3,True
16836,140000,2,0,0,5000,6003,4771,0,False,63434,2,True
19435,90000,0,0,0,1580,19789,1295,0,True,25513,0,False
39938,120000,0,0,1,1601,554,1253,0,False,4745,1,True
2923,100000,0,0,0,3000,2700,2000,0,True,13094,0,False
8502,120000,0,0,0,5033,5000,3007,0,True,22040,0,False
33314,50000,0,0,0,2005,2038,2000,0,False,11994,0,True
37236,20000,0,0,0,1437,0,0,0,False,1437,0,True
14947,210000,0,2,0,0,780,390,0,True,2340,2,True
20881,160000,1,0,0,0,0,1900,1,False,3918,1,False
31284,50000,1,0,0,1696,1494,1324,0,False,7635,1,True
26122,20000,0,0,0,1920,0,0,0,False,1920,1,True
33505,210000,0,0,0,3858,1791,2275,1,False,17139,0,True
33806,210000,1,0,0,4199,10812,6751,0,True,44387,1,True
5322,500000,0,0,0,3338,3022,2502,0,True,15662,0,False
25266,260000,0,0,0,0,0,234,0,False,3663,0,True
38585,20000,0,0,0,3000,3005,5574,0,False,17498,0,True
32387,160000,0,0,0,6134,4011,1484,0,False,12507,0,True
39806,20000,0,0,0,1456,1264,2031,0,False,7886,4,True
39791,30000,1,0,0,432,810,754,0,False,2121,1,True
2251,60000,0,0,2,5000,2000,1000,1,True,19000,2,False
37147,180000,0,0,0,1226,1034,934,0,True,5646,0,True
20443,210000,0,0,0,5260,3298,2972,0,True,17612,0,False
25460,50000,0,0,0,894,0,0,0,False,894,0,True
35256,160000,0,0,0,3958,273,22,0,False,5331,0,True
40102,50000,1,0,0,2000,2000,1060,0,False,8018,1,True
2184,210000,1,0,0,0,1548,1132,1,True,3512,3,False
23983,110000,0,0,0,4000,3275,3028,0,True,17303,0,False
23230,20000,0,0,0,1288,1305,1277,0,True,6234,0,True
13984,70000,0,0,0,2100,2079,2500,0,False,12379,0,False
5246,50000,2,0,0,3000,1300,642,0,False,7346,2,True
4459,190000,0,0,0,6112,4202,4200,1,False,27914,0,False
13626,50000,0,0,0,1961,2075,1294,0,False,8112,0,False
36578,303817,0,0,0,17361,11175,10133,0,False,72530,0,True
39734,360000,0,0,0,171,2412,780,0,True,4192,0,True
23354,10000,0,0,0,1265,1200,1500,0,True,5638,0,False
25498,50000,1,2,0,0,1974,2318,0,True,8591,3,True
1088,20000,3,2,0,0,1251,656,0,False,20287,5,False
7253,150000,1,0,0,0,0,600,1,True,600,1,False
13917,80000,1,2,0,0,1088,1000,0,True,5256,3,False
28010,50000,0,0,0,1495,1189,401,0,False,4408,0,True
18663,80000,0,0,0,0,0,0,0,False,0,0,False
6195,30000,0,0,0,1200,1200,573,0,True,10673,0,True
16359,320000,0,0,0,4836,4919,6246,0,True,29770,0,False
38821,10000,0,0,0,0,272,272,0,False,2100,0,True
1508,180000,0,0,0,1012,5549,17000,1,False,29516,0,False
28867,50000,1,0,0,1917,2001,2114,0,False,14775,1,True
21051,50000,0,0,0,1109,1129,1137,0,True,4302,0,False
15133,210000,0,0,0,566,2617,3591,0,True,23248,0,True
20597,20000,0,2,0,0,780,0,0,True,5270,2,False
20871,130000,0,0,0,4000,4019,4017,1,False,25016,0,False
36691,130000,0,1,0,0,809,712,0,True,1980,1,True
6742,120000,0,0,0,1500,1200,1000,0,False,6700,0,False
18081,30000,0,0,0,1650,1506,2651,0,True,8401,2,False
3439,200000,1,2,0,0,8555,10000,1,True,38158,3,False
25312,100000,0,0,0,1731,1887,1730,0,False,11553,0,True
30376,230000,0,0,0,331,2349,305,0,True,3940,0,True
33952,180000,0,0,0,0,0,0,0,False,0,0,True
16860,90000,0,0,0,2277,3489,1639,0,True,9541,0,False
14986,50000,0,0,0,1000,252,0,1,False,1252,0,True
2973,80000,2,0,0,3613,3100,2000,0,False,15054,2,True
8503,140000,0,0,0,1389,12000,915,1,True,16704,0,False
30871,250000,0,0,0,3690,7910,4474,0,False,37710,0,True
15008,20000,0,0,0,5057,17000,0,1,False,23240,2,False
28271,360000,0,0,0,0,0,0,0,False,0,0,True
3897,160000,0,0,0,0,0,0,1,True,0,0,False
32210,60000,2,0,0,2958,2517,1004,0,True,12649,2,True
12954,30000,0,0,0,1500,2000,2000,0,False,6400,0,True
31293,120000,0,0,0,60,643,60,0,False,946,0,True
39423,410000,0,0,0,14862,15895,15272,0,True,82026,0,True
5792,180000,1,0,0,0,0,0,1,False,0,1,False
20724,50000,0,0,0,1503,1493,1393,0,False,7241,0,False
634,90000,0,2,0,0,3509,3113,0,False,6622,2,False
25315,40265,0,1,0,27,3020,21564,0,False,24646,2,True
33344,30000,1,0,0,2886,1541,1737,0,False,10567,1,True
38838,200000,0,0,2,2114,474,952,0,False,33521,2,True
5321,180000,0,0,0,10732,22119,17012,1,False,70228,0,False
27066,80000,0,0,0,0,679,2011,0,True,11477,0,True
16268,210000,0,0,0,4100,5000,4009,0,True,25609,0,False
15139,110000,0,0,0,3000,3000,3000,1,False,18500,0,False
30056,110000,1,0,0,0,145,0,0,False,145,1,True
35291,180000,0,0,0,9158,8289,3185,0,False,37406,2,True
39879,100000,2,2,0,0,3240,2997,0,True,16030,4,True
5818,260000,0,0,0,5000,2655,800,0,True,33455,2,False
27012,360000,0,0,0,3583,0,0,1,False,3583,0,True
36054,20000,2,0,0,2035,1580,1177,0,False,7074,3,True
19256,240000,0,0,0,0,0,0,0,False,0,0,True
39369,20000,0,0,0,2421,1802,1121,0,False,8107,1,True
1393,200000,0,0,0,0,0,0,1,True,0,0,False
16157,50000,0,0,0,1803,2060,2025,0,True,9198,0,False
36540,140000,0,0,0,6919,5959,3075,0,False,30946,0,True
5658,110000,0,0,2,10800,3808,0,1,True,28608,4,False
18215,170000,0,0,2,1536,0,736,1,False,4480,2,False
39850,130000,0,0,0,1803,1520,928,0,True,9864,0,True
16574,140000,0,0,0,9268,3953,7737,1,False,38921,0,True
16915,220000,0,0,0,6000,5000,6500,0,False,38200,0,True
31642,20000,0,0,0,2063,0,29,0,False,2092,1,True
16498,150000,0,0,0,0,0,0,1,True,0,0,False
21204,200000,0,0,0,18031,3275,5430,1,True,50298,0,False
39816,60000,0,0,0,607,168,168,0,False,1450,0,True
24068,70000,0,0,0,2249,1519,1435,0,True,8219,0,False
34761,180000,0,0,0,0,0,0,0,False,0,0,True
13806,30000,0,0,0,1500,1500,2000,0,True,10600,2,True
15977,30000,0,0,0,2000,2000,2000,0,True,8000,0,False
7530,90000,0,0,0,2000,5000,5000,0,False,64000,0,False
5170,210000,0,0,0,1600,1846,1209,0,True,8362,0,True
14920,50000,0,0,0,2500,1500,1300,0,False,8600,0,False
16881,50000,0,0,0,2661,3030,2124,0,False,10386,0,False
33965,140000,0,0,0,3448,0,0,0,False,5771,0,True
14315,150000,0,0,0,10001,6712,5500,1,True,32217,0,False
9416,210000,0,0,0,8130,3027,10018,0,True,25255,0,False
33413,80000,0,0,1,8232,0,5446,0,False,24898,3,True
36297,200000,0,0,0,746,1095,429,1,False,3560,0,True
8531,200000,0,0,0,20003,9189,8586,1,False,94695,0,False
23477,240000,0,0,0,0,0,0,1,True,0,0,True
3286,210000,0,0,0,20000,15011,10000,0,True,70012,0,False
27781,340000,0,0,0,10942,10824,10272,0,False,64233,0,True
2919,50000,0,0,0,2000,3000,1000,1,False,10115,0,False
39952,60000,0,0,2,3488,0,1993,0,True,10099,2,True
2330,120000,0,0,0,686,686,1372,0,True,4266,0,False
1290,50000,0,0,0,2526,1237,519,0,True,5921,0,False
38222,253756,0,0,0,10764,7274,16381,0,False,58718,0,True
772,180000,0,0,2,3500,0,0,1,False,3500,4,True
10377,150000,0,0,0,5500,3400,5883,1,False,26287,0,True
28554,338584,0,1,0,2596,76904,8470,1,False,97215,3,True
21760,220000,0,0,0,4803,4604,3497,0,True,24522,0,False
1453,130000,0,0,0,1321,1500,0,0,True,5419,0,False
1077,70000,0,2,0,0,3559,189,0,True,14204,2,True
35471,230000,0,0,0,2152,4544,2089,0,True,13976,1,True
19067,290000,0,0,0,10000,430,430,0,True,43575,0,False
27655,410000,0,0,0,15626,8675,989,1,False,40651,0,True
39649,210000,0,0,0,1319,4052,1757,0,False,18013,1,True
35897,200000,0,0,0,1103,1034,363,1,False,3308,0,True
16233,180000,0,0,0,0,0,0,1,False,0,0,False
33418,120000,0,0,0,0,0,0,0,True,0,0,True
7463,170000,0,0,0,2000,2000,1610,0,True,11010,0,False
20318,420000,0,0,0,2000,5000,5000,0,False,37000,0,False
39126,10000,1,1,0,511,1347,1614,0,False,5817,2,True
16757,10000,0,0,0,1200,1165,1079,0,False,5398,0,False
5018,100000,0,0,0,3800,4000,2500,1,False,18400,0,False
1570,260000,0,0,0,4410,6500,9500,0,False,47410,0,False
30553,30000,1,0,1,1534,645,6557,0,False,38863,2,True
21442,210000,0,0,0,10000,20000,8000,0,False,62416,0,False
2217,80000,0,0,0,3500,2934,897,0,True,10179,0,False
20261,170000,0,0,0,995,2429,2202,1,True,9182,0,False
36704,230000,0,0,0,6090,3984,5181,0,False,31495,0,True
22919,100000,0,0,0,4000,4000,4000,0,False,23200,0,False
37223,50000,0,0,0,1683,1200,354,0,False,4523,0,True
9009,140000,0,0,0,3551,3814,2333,0,False,16590,0,False
25414,20000,0,0,1,2735,412,1280,0,False,10164,2,True
31288,120000,0,1,1,9,9,9,0,False,1497,3,True
13736,50000,0,0,0,1934,1917,2500,0,False,8351,0,False
37574,280000,0,0,0,0,0,0,1,False,193,0,True
25624,30000,0,0,0,1591,1589,589,1,False,5339,0,True
1336,300000,0,0,0,15042,25500,6000,0,True,52714,0,False
9567,50000,0,0,0,0,580,0,1,False,1080,0,False
34539,180000,0,0,0,12921,15833,0,1,False,29490,0,True
17045,50000,2,0,0,1700,1700,2000,0,True,10100,2,False
29035,280000,0,0,0,11959,20896,1465,0,False,53849,0,True
26405,89917,0,0,0,64480,2801,2856,0,False,76951,0,True
21936,120000,0,0,0,0,0,0,1,False,0,0,False
32234,280000,0,0,0,11678,21019,2495,0,False,54522,0,True
10462,290000,0,0,0,8411,8600,7000,0,False,44311,0,False
4309,20000,0,0,2,2116,800,682,0,True,5551,2,False
32300,160000,0,0,0,567,127,440,1,False,1959,0,True
18546,180000,0,0,0,701,411,960,0,False,6505,0,False
17227,50000,1,2,2,2400,0,2300,0,True,7700,5,True
23137,20000,0,0,0,1248,1200,1156,0,False,9904,0,False
12886,130000,0,0,0,5500,5700,5692,0,False,30042,0,True
10336,150000,0,0,0,4960,1765,1679,0,True,13695,0,False
21872,30000,0,2,0,390,1000,3,1,True,33324,4,False
5362,200000,0,0,0,452,0,606,1,False,1058,0,False
23125,100000,0,0,0,1300,3005,0,1,False,8505,2,False
19509,80000,0,0,0,3459,3500,1959,0,False,13382,0,False
39663,180000,0,0,0,8068,11755,0,1,False,25059,1,True
18883,300000,0,0,0,0,849,0,1,True,1511,0,False
22221,50000,1,2,0,0,4000,2000,0,True,8221,3,False
25792,300000,0,0,0,1078,855,245,1,False,5975,0,True
10964,120000,0,0,0,9000,4390,0,1,False,20221,0,False
7743,50000,0,0,0,2000,2313,813,0,False,7704,0,False
14059,120000,0,0,0,1052,736,420,1,False,4897,0,False
39483,20000,0,0,0,435,892,1276,0,False,2604,0,True
1758,210000,1,2,0,0,2674,2687,1,False,14361,3,False
25974,170000,1,0,0,4096,5759,7463,0,False,28515,3,True
23602,50000,0,0,0,1172,1192,1202,0,True,4938,0,False
22491,50000,0,0,0,1900,2004,1900,0,True,12006,0,False
23664,230000,2,0,0,2329,1894,2532,0,True,11989,2,False
38262,20000,1,1,0,425,1048,7195,0,False,24509,3,True
11095,100000,0,0,0,316,316,316,0,True,4634,0,True
4130,200000,0,0,0,6101,3500,0,1,False,9601,0,True
7138,50000,0,0,0,1991,1875,1044,0,False,8360,0,False
29111,110000,0,0,1,3238,73,74,0,False,3424,3,True
25425,280000,0,0,1,6448,55,36,1,True,16508,1,True
5613,200000,0,0,0,5013,3038,3007,0,True,20945,0,False
28108,200000,1,0,0,0,0,0,0,True,0,1,True
8346,170000,0,0,0,46000,10002,3046,0,False,74048,2,False
9034,500000,0,0,0,0,973,229,1,False,13050,0,True
18240,70000,0,0,0,3000,3000,3100,1,False,17800,0,False
35309,100896,1,0,0,3488,2863,19801,0,False,32773,1,True
24791,150000,0,0,0,1695,500,813,1,False,3009,1,True
11732,30000,0,0,0,4500,13358,18154,0,False,37724,0,False
2347,200000,0,0,0,4997,3650,130,0,True,11029,0,True
19897,180000,1,2,0,0,7326,10000,0,False,42326,3,False
5985,360000,0,0,0,1376,852,14998,1,True,22811,0,False
35266,80000,0,0,0,1167,1012,127,0,False,3849,0,True
16202,20000,1,2,2,1300,0,1502,0,True,6695,5,True
12814,50000,0,0,0,5011,10000,10000,0,False,34011,0,False
30162,20000,0,0,0,2260,2110,641,0,False,7201,0,True
15459,150000,0,0,0,3700,25007,2300,0,False,32507,0,False
12964,180000,0,0,0,8008,6528,6500,0,False,36036,0,False
12403,280000,0,0,0,963,1072,3422,0,True,11190,0,False
40047,300000,0,0,0,9947,11579,6779,0,True,46418,0,True
31163,360000,0,0,0,209,0,0,0,False,3216,0,True
10553,300000,0,0,0,2017,2476,5797,0,True,34811,0,False
22457,240000,0,0,0,3192,4397,10179,1,True,47066,0,False
20905,220000,0,0,2,6000,2,3006,0,False,14508,2,False
6161,130000,0,0,0,3647,4198,3490,1,False,22502,0,True
11167,340000,0,0,0,1131,291,291,0,False,10343,0,False
18595,170000,0,0,0,2000,1685,1231,0,True,6721,0,False
25309,220000,1,1,0,1167,6200,6335,0,False,31841,2,True
30901,50000,1,0,0,1965,1379,1547,0,False,6931,1,True
16428,240000,0,0,0,0,4649,1533,1,False,13560,0,False
35295,118517,0,0,0,6002,5618,3933,0,True,40829,2,True
34058,10000,0,0,0,1226,1305,243,0,False,3805,0,True
9172,150000,0,0,0,1984,112,0,0,False,22499,0,False
18037,150000,0,0,0,1798,5699,4644,0,False,88472,0,False
26278,110000,0,0,0,4141,3209,2088,0,True,16798,0,True
14267,220000,0,0,0,5005,4500,4006,0,True,22511,0,False
26942,140000,0,0,0,6326,5171,3978,0,False,27224,0,True
